"Row","REQ_OPEN_DATE_ID_SK","ANALYST_INIT_CONTACT_ID_SK","REQ_TYPE_DESC","REQ_CONFIG_ITEM_NAME","INIT_USER_GROUP","REQ_PRIORITY_SYM_DESC","REQ_IMPACT_SYM_DESC","REQ_CATEGORY_NAME","LOCATION_NAME","END_USER_CONTACT_ID_SK","ELAPSED_DAYS"
"313","20230213","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Behaviour.Failure","Argentina.Campana","172121","67"
"314","20230213","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Behaviour.Failure","Argentina.Campana","172121","67"
"315","20230509","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data incident","Uruguay.Montevideo","103591","21"
"316","20230404","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Outdated Data","Mexico.Veracruz","106189","6"
"317","20230404","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Others","Brazil.Pindamonhangaba","57897","10"
"318","20230209","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","181536","19"
"319","20230711","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Erroneous behaviour","Brazil.Pindamonhangaba","57897","10"
"320","20230704","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Behaviour.Failure","Argentina.Campana","170380","22"
"321","20230718","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Applications.Request for information","Mexico.Veracruz","174000","0"
"322","20230704","106026","Request","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data.Failure","Argentina.Sede","170379","10"
"323","20220722","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","103591","5"
"324","20220907","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Create/Delete/Modify Data","Mexico.Veracruz","174000","36"
"325","20220908","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","181536","21"
"326","20220908","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Colombia.Bogotá","153998","20"
"327","20220224","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Argentina.Sede","153034","61"
"328","20220302","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Process Request","Mexico.Veracruz","141276","141"
"329","20220407","106026","Incident","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Argentina.Campana","11261","49"
"330","20220506","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Request for information","Mexico.Veracruz","56854","68"
"331","20220503","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Mexico.Veracruz","141276","17"
"332","20220502","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","107332","60"
"333","20220427","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","27145","0"
"334","20220503","106026","Request","BI.Information Technology (IT).USD Metrics","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Access & Privileges","Argentina.Sede","75385","2"
"335","20220407","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Create/Delete/Modify Data","Uruguay.Montevideo","27145","20"
"336","20220419","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Italy.DALMINE","24611","9"
"337","20231102","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Applications.Access & Privileges","United States.NA Headquarters","173457","5"
"338","20231101","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Uruguay.Montevideo","188634","8"
"339","20231101","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","United States.Bay City","184804","1"
"340","20230725","106026","Incident","BI.Commercial.Sales - Invoicing and Costs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Erroneous behaviour","Argentina.Sede","148597","6"
"341","20210317","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Argentina.Sede","151482","5"
"342","20230207","106026","Incident","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Argentina.Campana","11261","36"
"343","20230526","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Applications.Erroneous behaviour","Uruguay.Montevideo","27145","21"
"344","20230525","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Others","Uruguay.Montevideo","103591","83"
"345","20230530","106026","Request","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Access & Privileges","Mexico.Cd. de México","5162","0"
"346","20230515","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Process Request","United States.Koppel","182295","8"
"347","20230312","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data incident","China.Qingdao","182268","32"
"348","20230411","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Erroneous behaviour","Uruguay.Montevideo","27145","17"
"349","20221216","106026","Request","BI.Industrial.Production Orders","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Process Request","United States.McCarty","176437","68"
"350","20221216","106026","Request","BI.Industrial.Production Orders","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Process Request","United States.McCarty","176437","68"
"351","20221216","106026","Request","BI.Industrial.Production Orders","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Process Request","United States.McCarty","176437","68"
"352","20221222","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Indonesia.CILEGON","131667","47"
"353","20221227","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Mexico.Veracruz","8931","14"
"354","20221223","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Applications.Failure.Self Service","Italy.DALMINE Sede","152435","117"
"355","20221216","106026","Request","BI.Industrial.Production Orders","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Process Request","United States.McCarty","176437","68"
"356","20221211","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Veracruz","146397","29"
"357","20221226","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Outdated Data","Uruguay.Montevideo","27145","7"
"358","20221222","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Argentina.Sede","109229","36"
"359","20221222","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Argentina.Sede","109229","71"
"360","20221216","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","3-Low","2-Medium","Appls.Access & Privileges","Canada.Sault St. Marie","173011","0"
"361","20221211","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Create/Delete/Modify Data","Colombia.Cartagena","21116","58"
"362","20220829","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Brazil.Pindamonhangaba","57897","109"
"363","20220823","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","0-Critical","1-High","Appls.Erroneous behaviour","Uruguay.Montevideo","103591","17"
"364","20220823","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Uruguay.Montevideo","103591","8"
"365","20220830","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Argentina.Sede","182013","37"
"366","20220608","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","0-Critical","1-High","Appls.Data incident","Mexico.Veracruz","169201","16"
"367","20220608","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","0-Critical","1-High","Appls.Data incident","Mexico.Veracruz","169201","16"
"368","20220527","106026","Request","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Access & Privileges","Argentina.Campana","177033","3"
"369","20220527","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","3-Low","Appls.Access & Privileges","United States.NA Headquarters","180476","0"
"370","20220513","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Veracruz","14805","62"
"371","20210115","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Process Request","Japan.Kawasaki","11160","35"
"372","20210802","106026","Request","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Access & Privileges","Uruguay.Montevideo","173439","4"
"373","20210802","106026","Request","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Access & Privileges","Uruguay.Montevideo","173439","4"
"374","20210423","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","United States.McCarty","171295","35"
"375","20210720","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Italy.DALMINE Sede","90052","10"
"376","20210720","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Italy.DALMINE Sede","90052","10"
"377","20210719","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Process Request","Argentina.Campana","11261","1"
"378","20210804","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Business Rule Modification","Argentina.Campana","11261","28"
"379","20210804","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Business Rule Modification","Argentina.Campana","11261","28"
"380","20210720","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Outdated Data","Canada.Sault St. Marie","93760","1"
"381","20220104","106026","Incident","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Argentina.Sede","153034","3"
"382","20220110","106026","Incident","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Argentina.Campana","152487","136"
"383","20210209","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Colombia.Cartagena","33539","62"
"384","20210209","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Colombia.Cartagena","33539","62"
"385","20210112","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Request for Information","Argentina.Campana","100888","86"
"386","20210112","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Request for Information","Argentina.Campana","100888","86"
"387","20221017","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","103591","18"
"388","20221017","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Veracruz","177691","25"
"389","20221017","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Mexico.Veracruz","177691","25"
"390","20220930","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Process Request","Argentina.Campana","157644","76"
"391","20220926","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Outdated Data","Argentina.Sede","109229","15"
"392","20221017","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","103591","63"
"393","20220609","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Applications.Request for information","Canada.Sault St. Marie","93760","4"
"394","20220624","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Others","Mexico.Veracruz","174001","28"
"395","20220624","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","United States.McCarty","68808","27"
"396","20220613","106026","Request","BI.Commercial.Sales - Invoicing and Costs","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Create/Delete/Modify Data","Argentina.Sede","170424","0"
"397","20220420","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Argentina.Valentin Alsina","922","40"
"398","20220824","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","United States.Hickman","764","43"
"399","20220729","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","181536","24"
"400","20220729","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","181536","24"
"401","20230721","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data incident","Uruguay.Montevideo","156195","26"
"402","20230814","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Uruguay.Montevideo","88003","16"
"403","20230817","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Erroneous behaviour","Mexico.Veracruz","174000","84"
"404","20230830","106026","Incident","BI.Commercial.Sales - Invoicing and Costs","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Argentina.Sede","148597","5"
"405","20230720","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data incident","Saudi Arabia.DAMMAM","156158","1"
"406","20230726","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data.Failure","Uruguay.Montevideo","103591","8"
"407","20230922","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","3-Low","Applications.Report Publish & Certificate","Mexico.Veracruz","106189","25"
"408","20210819","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Others","Mexico.Cd. de México","146204","8"
"409","20210824","106026","Incident","BI.Industrial.Engineering","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Erroneous behaviour","Argentina.Campana","79312","0"
"410","20210831","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Process Request","Argentina.Sede","53010","1"
"411","20210831","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Process Request","Argentina.Sede","53010","1"
"412","20210819","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Data incident","Uruguay.Montevideo","20734","64"
"413","20230615","106026","Incident","BI.Information Technology (IT).USD Metrics","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Uruguay.Montevideo","186941","25"
"414","20230131","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","156195","56"
"415","20230217","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Erroneous behaviour","Uruguay.Montevideo","27145","45"
"416","20231003","106026","Request","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Create/Delete/Modify Data","Brazil.Pindamonhangaba","57897","8"
"417","20231010","106026","Incident","BI.Industrial.Engineering","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Erroneous behaviour","Argentina.Campana","79312","1"
"418","20230914","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Uruguay.Montevideo","188634","12"
"419","20230719","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Erroneous behaviour","Mexico.Veracruz","174000","35"
"420","20230710","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data.Failure","Mexico.Veracruz","106189","4"
"421","20230824","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Mexico.Veracruz","174000","29"
"422","20231003","106026","Request","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Create/Delete/Modify Data","Argentina.Sede","170379","6"
"423","20230917","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data.Reprocess","Saudi Arabia.DAMMAM","182019","9"
"424","20230906","106026","Request","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","3-Low","2-Medium","Applications.Others","Argentina.Sede","179581","9"
"425","20220712","106026","Request","BI.Information Technology (IT).USD Metrics","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Create/Delete/Modify Data","Uruguay.Montevideo","156088","16"
"426","20220712","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Indonesia.CILEGON","131667","16"
"427","20220913","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","156195","16"
"428","20220712","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Performance","Argentina.Campana","171263","1"
"429","20220727","106026","Request","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Others","Argentina.Campana","11261","34"
"430","20230806","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Saudi Arabia.DAMMAM","156158","25"
"431","20230727","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","3-Low","Applications.Access & Privileges","United States.NA Headquarters","180941","1"
"432","20230808","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Erroneous behaviour","Indonesia.CILEGON","131667","2"
"433","20230808","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Erroneous behaviour","Indonesia.CILEGON","131667","7"
"434","20230803","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Mexico.Veracruz","108416","1"
"435","20230721","106026","Incident","BI.Information Technology (IT).USD Metrics","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Uruguay.Montevideo","186941","5"
"436","20230829","106026","Request","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Other","Argentina.Campana","177085","10"
"437","20230811","106026","Incident","BI.Information Technology (IT).USD Metrics","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Others","Mexico.Veracruz","189252","4"
"438","20230810","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Romania.Zalau","143079","19"
"439","20230817","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Mexico.Veracruz","108416","5"
"440","20231011","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Argentina.Campana","139694","7"
"441","20230913","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data incident","Argentina.Campana","171263","2"
"442","20230816","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Security.Request for Information","United States.Bay City","184804","6"
"443","20230907","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Others","Mexico.Veracruz","2617","4"
"444","20230823","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Data.Failure","Argentina.Sede","81413","26"
"445","20230823","106026","Incident","BI.Industrial.Industrial_Maintenance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Erroneous behaviour","China.Qingdao","52252","1"
"446","20230525","106026","Request","BI.Industrial.Internal Quality","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Access & Privileges","Brazil.Pindamonhangaba","185034","5"
"447","20230530","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Applications.Data incident","Uruguay.Montevideo","67278","17"
"448","20230515","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Applications.Create/Delete/Modify Data","Mexico.Veracruz","182919","1"
"449","20210402","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Request for Information","Italy.DALMINE Sede","56942","17"
"450","20210402","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Romania.Calarasi","139183","47"
"451","20221206","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Uruguay.Montevideo","88003","63"
"452","20221206","106026","Request","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Access & Privileges","Argentina.Sede","177043","0"
"453","20221206","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Request for Information","United States.McCarty","176437","78"
"454","20221226","106026","Request","BI.Human Resources.Human Resources KPIs","SERVICES SYSTEM ACCOUNTS","3-Low","3-Low","Appls.Process Request","Brazil.Pindamonhangaba","57897","3"
"455","20221206","106026","Incident","BI.Industrial.Engineering","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Erroneous behaviour","Argentina.Campana","79312","13"
"456","20221206","106026","Incident","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","1-High","2-Medium","Appls.Data incident","Uruguay.Montevideo","103591","52"
"457","20210203","106026","Request","BI.Supply Chain.Inventories","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Request for Information","Uruguay.Montevideo","67278","1"
"458","20210212","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Argentina.Sede","81413","146"
"459","20210212","106026","Incident","BI.BI & Analytics Tools.Business Control Panel (BCP)","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Data incident","Argentina.Sede","81413","146"
"460","20210202","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Mexico.Veracruz","100807","3"
"461","20210202","106026","Incident","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","Mexico.Veracruz","100807","3"
"462","20211117","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Process Request","Romania.Zalau","143538","15"
"463","20211117","106026","Request","BI.Industrial.Industrial_Performance","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Process Request","Romania.Zalau","143538","15"
"464","20211001","106026","Incident","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Outdated Data","United States.NA Headquarters","86274","13"
"465","20211019","106026","Request","BI.Industrial.Production","SERVICES SYSTEM ACCOUNTS","2-Medium","2-Medium","Appls.Access & Privileges","Uruguay.Montevideo","132922","0"
